tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen,lcrp_pathogen,divergent_pathogen
189913,1,189907,Leptidea sinapis,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,55.3,38.0,10^-4.62893,,,,,,0,0,0
189290,2,189290,Meloidogyne,"",eukaryota,false,,,,,,,,,,,,,,,,0.10667020953989285,16,1,16,72.0,50.0,10^-18.4802,,,,,[189291],0,0,0
189291,1,189290,Meloidogyne graminicola,"",eukaryota,false,,,,,,,,,,,,,,,,0.10667020953989285,16,1,16,72.0,50.0,10^-18.4802,,,,,,0,0,0
187492,2,187492,Thalassolituus,"",bacteria,false,,,,0.013333776192486607,2,,,95.276,127.0,10^-65.8872,,,,,,,,,,,,,,,,,[187493],0,0,0
187493,1,187492,Thalassolituus oleivorans,"",bacteria,false,,,,0.013333776192486607,2,,,95.276,127.0,10^-65.8872,,,,,,,,,,,,,,,,,,0,0,0
186767,2,186767,Narnavirus,"",viruses,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,55.8,47.5,10^-5.87235,,,,,[2769353],0,0,0
2769353,1,186767,Oidiodendron maius splipalmivirus 1,"",viruses,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,55.8,47.5,10^-5.87235,,,,,,0,0,0
186650,2,186650,Microvirga,"",bacteria,false,,,,0.006666888096243303,1,,,90.323,62.0,10^-21.5965,,,,,,,,,,,,,,,,,[1882682],0,0,0
1882682,1,186650,Microvirga ossetica,"",bacteria,false,,,,0.006666888096243303,1,,,90.323,62.0,10^-21.5965,,,,,,,,,,,,,,,,,,0,0,0
186475,2,186475,Kouleothrix,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,55.7,48.5,10^-5.44725,,,,,[186479],0,0,0
186479,1,186475,Kouleothrix aurantiaca,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,55.7,48.5,10^-5.44725,,,,,,0,0,0
186466,2,186466,Mizuhopecten,"",eukaryota,false,,,,0.013333776192486607,2,,,93.617,47.0,10^-15.5412,,,,,,0.5066834953144911,76,2,66,67.1254,116.153,10^-43.3195,,,,,[6573],0,0,0
6573,1,186466,Mizuhopecten yessoensis,Yesso scallop,eukaryota,false,,,,0.013333776192486607,2,,,93.617,47.0,10^-15.5412,,,,,,0.5066834953144911,76,2,66,67.1254,116.153,10^-43.3195,,,,,,0,0,0
186035,2,186035,Fragilariopsis,"",eukaryota,false,,,,,,,,,,,,,,,,1.1133703120726317,167,1,154,40.5871,228.158,10^-50.7183,,,,,[186039],0,0,0
186039,1,186035,Fragilariopsis cylindrus,"",eukaryota,false,,,,,,,,,,,,,,,,1.1133703120726317,167,1,154,40.5871,228.158,10^-50.7183,,,,,,0,0,0
184923,2,184923,Methylocapsa,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,48.148,81.0,10^-13.5817,,,,,[663610],0,0,0
663610,1,184923,Methylocapsa aurea,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,48.148,81.0,10^-13.5817,,,,,,0,0,0
184869,2,184869,Varibaculum,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,70.0,40.0,10^-7.62525,,,,,[184870],0,0,0
184870,1,184869,Varibaculum cambriense,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,70.0,40.0,10^-7.62525,,,,,,0,0,0
184431,2,184431,Coprinopsis,"",eukaryota,false,,,,0.02000066428872991,3,,,78.676,136.0,10^-40.4686,,,,,,,,,,,,,,,,,[5346],0,0,0
5346,1,184431,Coprinopsis cinerea,"",eukaryota,false,,,,0.02000066428872991,3,,,78.676,136.0,10^-40.4686,,,,,,,,,,,,,,,,,,0,0,0
184027,2,184027,Golovinomyces,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,50.0,54.0,10^-3.51856,,,,,[62708],0,0,0
62708,1,184027,Golovinomyces cichoracearum,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,50.0,54.0,10^-3.51856,,,,,,0,0,0
183669,2,183669,Macromonas,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,93.9,49.0,10^-23.1656,,,,,[1843082],0,0,0
1843082,1,183669,Macromonas sp. BK-30,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,93.9,49.0,10^-23.1656,,,,,,0,0,0
182709,2,182709,Oceanobacillus,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,96.6,29.0,10^-6.53313,,,,,[582851],0,0,0
582851,1,182709,Oceanobacillus sojae,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,96.6,29.0,10^-6.53313,,,,,,0,0,0
180962,2,180962,Flammula,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,51.0,51.0,10^-4.47108,,,,,[109635],0,0,0
109635,1,180962,Flammula alnicola,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,51.0,51.0,10^-4.47108,,,,,,0,0,0
180541,2,180541,Salinisphaera,"",bacteria,false,,,,0.02000066428872991,3,,,95.7777,148.667,10^-80.2287,,,,,,,,,,,,,,,,,"[2183911, 359372]",0,0,0
2183911,1,180541,Salinisphaera sp. LB1,"",bacteria,false,,,,0.013333776192486607,2,,,93.6665,150.0,10^-76.7938,,,,,,,,,,,,,,,,,,0,0,0
359372,1,180541,uncultured Salinisphaera sp.,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,146.0,10^-87.0984,,,,,,,,,,,,,,,,,,0,0,0
178513,2,178513,Amphimedon,"",eukaryota,false,,,,,,,,,,,,,,,,0.06666888096243304,10,,,57.4514,60.1,10^-15.1612,,,,,[400682],0,0,0
400682,1,178513,Amphimedon queenslandica,"",eukaryota,false,,,,,,,,,,,,,,,,0.06666888096243304,10,,,57.4514,60.1,10^-15.1612,,,,,,0,0,0
178469,2,178469,Arenibacter,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,66.0,50.0,10^-15.251,,,,,[2489054],0,0,0
2489054,1,178469,Arenibacter aquaticus,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,66.0,50.0,10^-15.251,,,,,,0,0,0
178440,2,178440,Opitutus,"",bacteria,false,,,,0.013333776192486607,2,,,97.482,139.0,10^-77.5131,,,,,,,,,,,,,,,,,[107709],0,0,0
107709,1,178440,Opitutus terrae,"",bacteria,false,,,,0.013333776192486607,2,,,97.482,139.0,10^-77.5131,,,,,,,,,,,,,,,,,,0,0,0
178132,2,178132,Rhodamnia,"",eukaryota,false,,,,0.02000066428872991,3,,,94.231,52.0,10^-18.9282,,,,,,0.06666888096243304,10,1,8,45.1776,79.0,10^-14.0264,,,,,[178133],0,0,0
178133,1,178132,Rhodamnia argentea,"",eukaryota,false,,,,0.02000066428872991,3,,,94.231,52.0,10^-18.9282,,,,,,0.06666888096243304,10,1,8,45.1776,79.0,10^-14.0264,,,,,,0,0,0
178032,2,178032,Dufourea,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,48.8,41.0,10^-4.22113,,,,,[178035],0,0,0
178035,1,178032,Dufourea novaeangliae,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,48.8,41.0,10^-4.22113,,,,,,0,0,0
177250,2,177250,Diphylleia,"",eukaryota,false,,,,0.006666888096243303,1,,,91.045,67.0,10^-24.9938,,,,,,,,,,,,,,,,,[190327],0,0,0
190327,1,177250,Diphylleia rotans,"",eukaryota,false,,,,0.006666888096243303,1,,,91.045,67.0,10^-24.9938,,,,,,,,,,,,,,,,,,0,0,0
177088,2,177088,Maconellicoccus,"",eukaryota,false,,,,,,,,,,,,,,,,0.09333643334740624,14,1,14,75.229,109.0,10^-58.6615,,,,,[177089],0,0,0
177089,1,177088,Maconellicoccus hirsutus,hibiscus mealybug,eukaryota,false,,,,,,,,,,,,,,,,0.09333643334740624,14,1,14,75.229,109.0,10^-58.6615,,,,,,0,0,0
175660,2,175660,Pyrrhoderma,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,67.4,43.0,10^-10.3363,,,,,[2282107],0,0,0
2282107,1,175660,Pyrrhoderma noxium,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,67.4,43.0,10^-10.3363,,,,,,0,0,0
175340,2,175340,Stegodyphus,"",eukaryota,false,,,,,,,,,,,,,,,,0.13333776192486607,20,1,16,64.7516,94.7778,10^-36.8464,,,,,"[407821, 202533]",0,0,0
407821,1,175340,Stegodyphus mimosarum,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,87.8,49.0,10^-13.4353,,,,,,0,0,0
202533,1,175340,Stegodyphus dumicola,"",eukaryota,false,,,,,,,,,,,,,,,,0.12667087382862277,19,1,16,63.3958,97.4706,10^-38.2235,,,,,,0,0,0
174951,2,174951,Ramlibacter,"",bacteria,false,,,,0.4533483905445446,68,2,38,88.4192,260.13,10^-84.0757,,,,,,4.773491876910205,716,2,673,56.7937,156.305,10^-54.5932,,,,,"[2780094, 2780087, 2732512, 2732511, 2728837, 2606681, 2530451, 2502188, 1882741, 1736365, 94132]",0,0,0
2780094,1,174951,Ramlibacter aquaticus,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,100.0,50.0,10^-24.9393,,,,,,0,0,0
2780087,1,174951,Ramlibacter sp. HM2,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,100.0,44.5,10^-21.021,,,,,,0,0,0
2732512,1,174951,Ramlibacter sp. B156,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,100.0,42.0,10^-18.3979,,,,,,0,0,0
2732511,1,174951,Ramlibacter sp. H242,"",bacteria,false,,,,0.02000066428872991,3,,,82.3725,91.5,10^-27.9497,,,,,,,,,,,,,,,,,,0,0,0
2728837,1,174951,Ramlibacter sp. G-1-2-2,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,100.0,49.0,10^-22.2526,,,,,,0,0,0
2606681,1,174951,Ramlibacter lithotrophicus,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,87.778,90.0,10^-43.6716,,,,,,0,0,0
2530451,1,174951,Ramlibacter sp. 18x22-1,"",bacteria,false,,,,,,,,,,,,,,,,4.526817017349203,679,2,673,55.1709,160.743,10^-55.8576,,,,,,0,0,0
2502188,1,174951,Ramlibacter sp. 2FC,"",bacteria,false,,,,,,,,,,,,,,,,0.10000332144364955,15,,,91.0265,53.25,10^-21.4528,,,,,,0,0,0
1882741,1,174951,Ramlibacter sp. WS9,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,87.55,42.0,10^-12.156,,,,,,0,0,0
1736365,1,174951,Ramlibacter sp. Leaf400,"",bacteria,false,,,,,,,,,,,,,,,,0.06666888096243304,10,,,92.2237,66.8333,10^-36.1042,,,,,,0,0,0
94132,1,174951,Ramlibacter tataouinensis,"",bacteria,false,,,,0.4333477262558147,65,2,38,88.6518,266.615,10^-86.2344,,,,,,0.013333776192486607,2,,,99.0,48.5,10^-24.0109,,,,,,0,0,0
174910,2,174910,Eucinetus,"",eukaryota,false,,,,0.006666888096243303,1,,,97.5,40.0,10^-13.5526,,,,,,,,,,,,,,,,,[292446],0,0,0
292446,1,174910,Eucinetus sp. APV-2005,"",eukaryota,false,,,,0.006666888096243303,1,,,97.5,40.0,10^-13.5526,,,,,,,,,,,,,,,,,,0,0,0
173784,2,173784,Cephus,"",eukaryota,false,,,,,,,,,,,,,,,,0.04666821667370312,7,,,67.8,36.0,10^-4.6196,,,,,[211228],0,0,0
211228,1,173784,Cephus cinctus,wheat stem sawfly,eukaryota,false,,,,,,,,,,,,,,,,0.04666821667370312,7,,,67.8,36.0,10^-4.6196,,,,,,0,0,0
173479,2,173479,Gemmatimonas,"",bacteria,false,,,,0.013333776192486607,2,,,96.19,105.0,10^-53.6185,,,,,,,,,,,,,,,,,[1379270],0,0,0
1379270,1,173479,Gemmatimonas phototrophica,"",bacteria,false,,,,0.013333776192486607,2,,,96.19,105.0,10^-53.6185,,,,,,,,,,,,,,,,,,0,0,0
173436,2,173436,Anoectochilus,"",eukaryota,false,,,,,,,,,,,,,,,,0.04000132857745982,6,1,6,80.0,155.0,10^-89.3915,,,,,[569774],0,0,0
569774,1,173436,Anoectochilus roxburghii,"",eukaryota,false,,,,,,,,,,,,,,,,0.04000132857745982,6,1,6,80.0,155.0,10^-89.3915,,,,,,0,0,0
171673,2,171673,Inquilinus,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,72.7,46.5,10^-13.1508,,,,,[171674],0,0,0
171674,1,171673,Inquilinus limosus,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,72.7,46.5,10^-13.1508,,,,,,0,0,0
171436,2,171436,Tistrella,"",bacteria,false,,,,0.013333776192486607,2,,,91.4385,146.0,10^-69.9437,,,,,,,,,,,,,,,,,[171437],0,0,0
171437,1,171436,Tistrella mobilis,"",bacteria,false,,,,0.013333776192486607,2,,,91.4385,146.0,10^-69.9437,,,,,,,,,,,,,,,,,,0,0,0
171003,2,171003,Caloranaerobacter,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,75.35,46.5,10^-14.1108,,,,,[116090],0,0,0
116090,1,171003,Caloranaerobacter azorensis,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,75.35,46.5,10^-14.1108,,,,,,0,0,0
169155,2,169155,Goussia,"",eukaryota,false,,,,0.02000066428872991,3,,,95.37,45.0,10^-15.5689,,,,,,,,,,,,,,,,,[979873],0,0,0
979873,1,169155,Goussia desseri,"",eukaryota,false,,,,0.02000066428872991,3,,,95.37,45.0,10^-15.5689,,,,,,,,,,,,,,,,,,0,0,0
168934,2,168934,Thalassospira,"",bacteria,false,,,,0.013333776192486607,2,,,100.0,150.0,10^-89.8314,,,,,,0.013333776192486607,2,,,91.85,49.0,10^-22.0192,,,,,"[2785911, 1891279, 220697]",0,0,0
2785911,1,168934,Thalassospira sp. B30-1,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0,0,0
1891279,1,168934,Thalassospira indica,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0,0,0
220697,1,168934,Thalassospira xiamenensis,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,91.85,49.0,10^-22.0192,,,,,,0,0,0
168658,2,168658,Rhodoblastus,"",bacteria,false,,,,0.006666888096243303,1,,,96.599,147.0,10^-80.9197,,,,,,,,,,,,,,,,,[1962975],0,0,0
1962975,1,168658,Rhodoblastus sp.,"",bacteria,false,,,,0.006666888096243303,1,,,96.599,147.0,10^-80.9197,,,,,,,,,,,,,,,,,,0,0,0
168630,2,168630,Chilo,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,81.3,48.0,10^-17.0799,,,,,[168631],0,0,0
168631,1,168630,Chilo suppressalis,striped riceborer,eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,81.3,48.0,10^-17.0799,,,,,,0,0,0
168470,2,168470,Laribacter,"",bacteria,false,,,,0.03333444048121652,5,,,92.7335,148.5,10^-73.7104,,,,,,,,,,,,,,,,,[168471],0,0,0
168471,1,168470,Laribacter hongkongensis,"",bacteria,false,,,,0.03333444048121652,5,,,92.7335,148.5,10^-73.7104,,,,,,,,,,,,,,,,,,0,0,0
168131,2,168131,Pelomyxa,"",eukaryota,false,,,,0.006666888096243303,1,,,77.778,99.0,10^-24.8242,,,,,,,,,,,,,,,,,[1580589],0,0,0
1580589,1,168131,Pelomyxa schiedti,"",eukaryota,false,,,,0.006666888096243303,1,,,77.778,99.0,10^-24.8242,,,,,,,,,,,,,,,,,,0,0,0
167346,2,167346,Fomitiporia,"",eukaryota,false,,,,0.006666888096243303,1,,,89.13,46.0,10^-12.1196,,,,,,,,,,,,,,,,,[208960],0,0,0
208960,1,167346,Fomitiporia mediterranea,"",eukaryota,false,,,,0.006666888096243303,1,,,89.13,46.0,10^-12.1196,,,,,,,,,,,,,,,,,,0,0,0
166953,2,166953,Kaistia,"",bacteria,false,,,,0.12000398573237946,18,1,10,87.6807,286.667,10^-95.5616,,,,,,,,,,,,,,,,,[2795690],0,0,0
2795690,1,166953,Kaistia sp. 32K,"",bacteria,false,,,,0.12000398573237946,18,1,10,87.6807,286.667,10^-95.5616,,,,,,,,,,,,,,,,,,0,0,0
166413,2,166413,Frieseomelitta,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,57.1,49.0,10^-8.82391,,,,,[561572],0,0,0
561572,1,166413,Frieseomelitta varia,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,57.1,49.0,10^-8.82391,,,,,,0,0,0
166331,2,166331,Onthophagus,"",eukaryota,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,51.0,49.0,10^-5.51325,,,,,[166361],0,0,0
166361,1,166331,Onthophagus taurus,"",eukaryota,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,51.0,49.0,10^-5.51325,,,,,,0,0,0
165779,2,165779,Anaerococcus,"",bacteria,false,,,,0.05333510476994643,8,,,97.0387,133.5,10^-73.0723,,,,,,,,,,,,,,,,,"[1870984, 1287640, 33037, 33034]",1,0,0
1870984,1,165779,Anaerococcus mediterraneensis,"",bacteria,false,,,,0.013333776192486607,2,,,96.721,122.0,10^-65.2184,,,,,,,,,,,,,,,,,,0,0,0
1287640,1,165779,Anaerococcus obesiensis,"",bacteria,false,,,,0.02000066428872991,3,,,99.032,142.0,10^-82.537,,,,,,,,,,,,,,,,,,0,0,0
33037,1,165779,Anaerococcus vaginalis,"",bacteria,false,,,,0.006666888096243303,1,,,98.438,128.0,10^-72.0594,,,,,,,,,,,,,,,,,,0,0,0
33034,1,165779,Anaerococcus prevotii,"",bacteria,false,,,,0.013333776192486607,2,,,93.667,135.0,10^-67.2357,,,,,,,,,,,,,,,,,,1,0,0
165697,2,165697,Sphingopyxis,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,81.1667,38.6667,10^-11.7744,,,,,"[1357916, 267128]",0,0,0
1357916,1,165697,Sphingopyxis sp. QXT-31,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,85.3,34.0,10^-9.85078,,,,,,0,0,0
267128,1,165697,Sphingopyxis granuli,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,72.9,48.0,10^-15.6216,,,,,,0,0,0
165696,2,165696,Novosphingobium,"",bacteria,false,,,,0.10000332144364955,15,,,99.6282,148.889,10^-88.1573,,,,,,0.26667552384973214,40,1,22,79.2593,76.0,10^-35.5318,,,,,"[2791981, 2780074, 2726186, 1955250, 1938756, 1892847, 1016987, 702113, 169176, 48936, 48935]",0,0,0
2791981,1,165696,Novosphingobium sp. 1Y9A,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,87.8,49.0,10^-18.5058,,,,,,0,0,0
2780074,1,165696,Novosphingobium sp. ES2-1,"",bacteria,false,,,,0.06000199286618973,9,,,99.7334,150.0,10^-89.2824,,,,,,,,,,,,,,,,,,0,0,0
2726186,1,165696,Novosphingobium sp. ERW19,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,92.3,26.0,10^-4.62893,,,,,,0,0,0
1955250,1,165696,Novosphingobium endophyticum,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,90.9,44.0,10^-21.5686,,,,,,0,0,0
1938756,1,165696,Novosphingobium sp. B1,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,100.0,45.0,10^-20.9431,,,,,,0,0,0
1892847,1,165696,Novosphingobium sp. NDB2Meth1,"",bacteria,false,,,,,,,,,,,,,,,,0.14667153811735267,22,1,22,82.353,102.0,10^-53.5072,,,,,,0,0,0
1016987,1,165696,Novosphingobium sp. THN1,"",bacteria,false,,,,0.03333444048121652,5,,,99.329,149.667,10^-87.7738,,,,,,,,,,,,,,,,,,0,0,0
702113,1,165696,Novosphingobium sp. PP1Y,"",bacteria,false,,,,,,,,,,,,,,,,0.04000132857745982,6,,,63.8,47.3333,10^-13.4486,,,,,,0,0,0
169176,1,165696,Novosphingobium tardaugens,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,56.0,50.0,10^-5.95078,,,,,,0,0,0
48936,1,165696,Novosphingobium subterraneum,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,98.0,50.0,10^-22.4353,,,,,,0,0,0
48935,1,165696,Novosphingobium aromaticivorans,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,141.0,10^-83.6826,,,,,,,,,,,,,,,,,,0,0,0
165695,2,165695,Sphingobium,"",bacteria,false,,,,0.06666888096243304,10,,,95.0013,104.0,10^-51.412,,,,,,0.04666821667370312,7,,,83.64,48.0,10^-18.0474,,,,,"[2017595, 1855519, 1843368, 1315974, 522773, 135719]",0,0,0
2017595,1,165695,Sphingobium sp. D43FB,"",bacteria,false,,,,,,,,,,,,,,,,0.03333444048121652,5,,,72.7333,47.3333,10^-14.6573,,,,,,0,0,0
1855519,1,165695,Sphingobium sp. EP60837,"",bacteria,false,,,,0.013333776192486607,2,,,97.222,72.0,10^-33.8829,,,,,,,,,,,,,,,,,,0,0,0
1843368,1,165695,Sphingobium sp. RAC03,"",bacteria,false,,,,0.026667552384973214,4,,,93.878,49.0,10^-16.8954,,,,,,,,,,,,,,,,,,0,0,0
1315974,1,165695,Sphingobium sp. TKS,"",bacteria,false,,,,0.013333776192486607,2,,,95.349,129.0,10^-67.2528,,,,,,,,,,,,,,,,,,0,0,0
522773,1,165695,Sphingobium lactosutens,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,100.0,49.0,10^-23.1326,,,,,,0,0,0
135719,1,165695,Sphingobium amiense,"",bacteria,false,,,,0.013333776192486607,2,,,94.6665,150.0,10^-78.8524,,,,,,,,,,,,,,,,,,0,0,0
165445,2,165445,Cristaria,"",eukaryota,false,,,,,,,,,,,,,,,,0.286676188138462,43,2,43,43.7193,230.657,10^-42.5554,,,,,[165446],0,0,0
165446,1,165445,Cristaria plicata,"",eukaryota,false,,,,,,,,,,,,,,,,0.286676188138462,43,2,43,43.7193,230.657,10^-42.5554,,,,,,0,0,0
165301,2,165301,Lentzea,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,71.1,38.0,10^-8.39794,,,,,[40571],0,0,0
40571,1,165301,Lentzea albidocapillata,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,71.1,38.0,10^-8.39794,,,,,,0,0,0
164620,2,164620,Sorogena,"",eukaryota,false,,,,0.026667552384973214,4,,,90.0,150.0,10^-69.2458,,,,,,,,,,,,,,,,,[164621],0,0,0
164621,1,164620,Sorogena stoianovitchae,"",eukaryota,false,,,,0.026667552384973214,4,,,90.0,150.0,10^-69.2458,,,,,,,,,,,,,,,,,,0,0,0
163713,2,163713,Cyprideis,"",eukaryota,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,75.3,47.0,10^-17.7203,,,,,[163714],0,0,0
163714,1,163713,Cyprideis torosa,"",eukaryota,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,75.3,47.0,10^-17.7203,,,,,,0,0,0
163475,2,163475,Pseudodiaptomus,"",eukaryota,false,,,,0.006666888096243303,1,,,96.226,53.0,10^-20.9785,,,,,,0.006666888096243303,1,,,61.8,34.0,10^-5.37366,,,,,[213370],0,0,0
213370,1,163475,Pseudodiaptomus poplesia,"",eukaryota,false,,,,0.006666888096243303,1,,,96.226,53.0,10^-20.9785,,,,,,0.006666888096243303,1,,,61.8,34.0,10^-5.37366,,,,,,0,0,0
162768,2,162768,Eperua,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,98.0,49.0,10^-27.7423,,,,,[162769],0,0,0
162769,1,162768,Eperua falcata,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,98.0,49.0,10^-27.7423,,,,,,0,0,0
162171,2,162171,Magnetococcus,"",bacteria,false,,,,0.013333776192486607,2,,,93.333,45.0,10^-14.1877,,,,,,,,,,,,,,,,,[451514],0,0,0
451514,1,162171,Candidatus Magnetococcus massalia,"",bacteria,false,,,,0.013333776192486607,2,,,93.333,45.0,10^-14.1877,,,,,,,,,,,,,,,,,,0,0,0
160795,2,160795,Ureibacillus,"",bacteria,false,,,,0.17333909050232588,26,1,26,85.804,317.0,10^-82.0214,,,,,,,,,,,,,,,,,[367743],0,0,0
367743,1,160795,Ureibacillus thermophilus,"",bacteria,false,,,,0.17333909050232588,26,1,26,85.804,317.0,10^-82.0214,,,,,,,,,,,,,,,,,,0,0,0
160598,2,160598,Rhynchopus,"",eukaryota,false,,,,0.006666888096243303,1,,,88.608,79.0,10^-29.0393,,,,,,,,,,,,,,,,,[202688],0,0,0
202688,1,160598,Rhynchopus sp. ATCC 50230,"",eukaryota,false,,,,0.006666888096243303,1,,,88.608,79.0,10^-29.0393,,,,,,,,,,,,,,,,,,0,0,0
159502,2,159502,Centroceras,"",eukaryota,false,,,,0.006666888096243303,1,,,95.918,49.0,10^-18.2678,,,,,,,,,,,,,,,,,[159503],0,0,0
159503,1,159502,Centroceras clavulatum,"",eukaryota,false,,,,0.006666888096243303,1,,,95.918,49.0,10^-18.2678,,,,,,,,,,,,,,,,,,0,0,0
159075,2,159075,Acremonium,"",eukaryota,false,,,,0.026667552384973214,4,,,100.0,145.0,10^-86.4152,,,,,,,,,,,,,,,,,[1614632],0,0,0
1614632,1,159075,Acremonium sp. I AG-2015,"",eukaryota,false,,,,0.026667552384973214,4,,,100.0,145.0,10^-86.4152,,,,,,,,,,,,,,,,,,0,0,0
158440,2,158440,Folsomia,"",eukaryota,false,,,,,,,,,,,,,,,,0.04666821667370312,7,,,56.1429,48.2857,10^-10.5281,,,,,[158441],0,0,0
158441,1,158440,Folsomia candida,"",eukaryota,false,,,,,,,,,,,,,,,,0.04666821667370312,7,,,56.1429,48.2857,10^-10.5281,,,,,,0,0,0
158045,2,158045,Phaeomoniella,"",eukaryota,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,87.8,49.0,10^-23.2118,,,,,[158046],0,0,0
158046,1,158045,Phaeomoniella chlamydospora,"",eukaryota,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,87.8,49.0,10^-23.2118,,,,,,0,0,0
157684,2,157684,Karlodinium,"",eukaryota,false,,,,,,,,,,,,,,,,0.026667552384973214,4,,,82.413,63.75,10^-29.6418,,,,,[407301],0,0,0
407301,1,157684,Karlodinium veneficum,"",eukaryota,false,,,,,,,,,,,,,,,,0.026667552384973214,4,,,82.413,63.75,10^-29.6418,,,,,,0,0,0
157304,2,157304,Anoplophora,"",eukaryota,false,,,,,,,,,,,,,,,,0.026667552384973214,4,,,58.621,58.0,10^-13.5436,,,,,[217634],0,0,0
